MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,FUEL CONSUMPTION,COEMISSIONS,TRANSMISSION_A4,TRANSMISSION_A5,TRANSMISSION_AS4,TRANSMISSION_AS5,TRANSMISSION_M5,TRANSMISSION_M6,FUEL_E,FUEL_N,FUEL_X,FUEL_Z,scaled_fuel_consumption,scaled_engine_size
FORD,MUSTANG,SUBCOMPACT,3.8,6,13.6,267,False,False,False,False,True,False,False,False,True,False,0.40654205607476634,0.903225806451613
FORD,EXPEDITION 4X4,SUV,4.6,8,19.3,391,True,False,False,False,False,False,False,False,True,False,0.6728971962616823,1.1612903225806452
SUBARU,LEGACY AWD,COMPACT,2.5,4,12.5,253,False,False,False,False,True,False,False,False,True,False,0.35514018691588783,0.48387096774193555
CHEVROLET,METRO,SUBCOMPACT,1.3,4,9.1,191,False,False,False,False,False,False,False,False,True,False,0.19626168224299062,0.09677419354838712
CHEVROLET,NEW K1500 TAHOE 4X4,SUV,4.8,8,18.7,391,True,False,False,False,False,False,False,False,True,False,0.6448598130841121,1.2258064516129032
SATURN,SC #,SUBCOMPACT,1.9,4,10.3,202,False,False,False,False,True,False,False,False,True,False,0.25233644859813087,0.2903225806451613
GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5.3,8,16.7,343,True,False,False,False,False,False,False,False,True,False,0.5514018691588785,1.3870967741935485
KIA,SPORTAGE 4X4,SUV,2.0,4,12.8,288,False,False,False,False,True,False,False,False,True,False,0.36915887850467294,0.32258064516129037
LEXUS,LS 400,MID-SIZE,4.0,8,14.3,285,False,True,False,False,False,False,False,False,False,True,0.4392523364485982,0.9677419354838711
FORD,E150 VAN,VAN - CARGO,4.6,8,17.8,359,True,False,False,False,False,False,False,False,True,False,0.602803738317757,1.1612903225806452
VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4,10.6,223,False,False,False,False,True,False,False,False,False,True,0.26635514018691586,0.2580645161290323
SUBARU,IMPREZA AWD,SUBCOMPACT,2.5,4,11.8,244,True,False,False,False,False,False,False,False,True,False,0.3224299065420561,0.48387096774193555
PONTIAC,GRAND AM,COMPACT,3.4,6,13.6,262,True,False,False,False,False,False,False,False,True,False,0.40654205607476634,0.7741935483870969
ISUZU,HOMBRE,PICKUP TRUCK - SMALL,2.2,4,13.8,278,True,False,False,False,False,False,False,False,True,False,0.41588785046728977,0.3870967741935485
SUZUKI,ESTEEM WAGON,STATION WAGON - SMALL,1.8,4,10.3,209,True,False,False,False,False,False,False,False,True,False,0.25233644859813087,0.2580645161290323
CHEVROLET,S10 4X4,PICKUP TRUCK - STANDARD,4.3,6,16.3,329,False,False,False,False,True,False,False,False,True,False,0.5327102803738318,1.0645161290322582
VOLVO,S70 T5 TURBO,MID-SIZE,2.3,5,13.9,274,True,False,False,False,False,False,False,False,False,True,0.42056074766355145,0.41935483870967744
NISSAN,MAXIMA,MID-SIZE,3.0,6,13.4,265,True,False,False,False,False,False,False,False,True,False,0.39719626168224303,0.6451612903225807
GMC,C1500 YUKON XL,SUV,5.3,8,18.9,391,True,False,False,False,False,False,False,False,True,False,0.6542056074766355,1.3870967741935485
VOLKSWAGEN,GOLF,COMPACT,2.0,4,11.2,228,False,False,False,False,True,False,False,False,True,False,0.29439252336448596,0.32258064516129037
BMW,528i TOURING,STATION WAGON - SMALL,2.8,6,14.6,288,True,False,False,False,False,False,False,False,False,True,0.4532710280373832,0.5806451612903226
CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,17.3,366,True,False,False,False,False,False,False,False,True,False,0.5794392523364487,1.2258064516129032
TOYOTA,4RUNNER 4X4,SUV,2.7,4,14.2,301,True,False,False,False,False,False,False,False,True,False,0.43457943925233644,0.5483870967741936
CHEVROLET,C2500 SILVERADO,PICKUP TRUCK - STANDARD,6.0,8,21.4,435,True,False,False,False,False,False,False,False,True,False,0.7710280373831776,1.6129032258064517
FORD,F150,PICKUP TRUCK - STANDARD,4.2,6,16.7,340,True,False,False,False,False,False,False,False,True,False,0.5514018691588785,1.0322580645161292
DAEWOO,NUBIRA,COMPACT,2.0,4,12.0,239,True,False,False,False,False,False,False,False,True,False,0.3317757009345794,0.32258064516129037
BMW,323i,COMPACT,2.5,6,13.8,271,False,True,False,False,False,False,False,False,False,True,0.41588785046728977,0.48387096774193555
DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,17.6,357,True,False,False,False,False,False,False,False,True,False,0.5934579439252338,1.1935483870967745
TOYOTA,4RUNNER 4X4,SUV,3.4,6,15.7,334,True,False,False,False,False,False,False,False,True,False,0.5046728971962616,0.7741935483870969
SUZUKI,SWIFT,SUBCOMPACT,1.3,4,7.6,156,False,False,False,False,True,False,False,False,True,False,0.1261682242990654,0.09677419354838712
VOLKSWAGEN,JETTA,COMPACT,2.0,4,11.2,228,False,False,False,False,True,False,False,False,True,False,0.29439252336448596,0.32258064516129037
CHEVROLET,CORVETTE,SUBCOMPACT,5.7,8,15.5,308,True,False,False,False,False,False,False,False,False,True,0.4953271028037383,1.5161290322580647
FORD,EXPLORER SOHC,SUV,4.0,6,16.5,336,False,True,False,False,False,False,False,False,True,False,0.5420560747663552,0.9677419354838711
PLYMOUTH,PROWLER,SUBCOMPACT,3.5,6,15.4,308,False,False,True,False,False,False,False,False,False,True,0.4906542056074767,0.8064516129032259
TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,2.7,4,14.2,301,True,False,False,False,False,False,False,False,True,False,0.43457943925233644,0.5483870967741936
DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.9,8,21.8,423,True,False,False,False,False,False,False,False,True,False,0.7897196261682243,1.580645161290323
LINCOLN,NAVIGATOR 4X4,SUV,5.4,8,21.4,430,True,False,False,False,False,False,False,False,False,True,0.7710280373831776,1.4193548387096777
MAZDA,626,MID-SIZE,2.5,6,13.3,271,False,False,False,False,True,False,False,False,False,True,0.39252336448598135,0.48387096774193555
SUZUKI,VITARA 4X4,SUV,2.0,4,11.7,251,True,False,False,False,False,False,False,False,True,False,0.3177570093457944,0.32258064516129037
FORD,COUGAR,COMPACT,2.5,6,13.1,260,True,False,False,False,False,False,False,False,True,False,0.38317757009345793,0.48387096774193555
ACURA,INTEGRA,SUBCOMPACT,1.8,4,11.4,230,True,False,False,False,False,False,False,False,True,False,0.3037383177570094,0.2580645161290323
VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4,6.7,165,False,False,False,False,True,False,False,False,False,False,0.08411214953271028,0.2903225806451613
CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,5.0,8,18.2,373,True,False,False,False,False,False,False,False,True,False,0.6214953271028038,1.2903225806451615
MAZDA,MPV,MINIVAN,2.5,6,15.2,313,True,False,False,False,False,False,False,False,True,False,0.48130841121495327,0.48387096774193555
SATURN,LW WAGON,STATION WAGON - MID-SIZE,2.2,4,12.1,244,True,False,False,False,False,False,False,False,True,False,0.3364485981308411,0.3870967741935485
BMW,540i TOURING,STATION WAGON - SMALL,4.4,8,15.5,320,False,True,False,False,False,False,False,False,False,True,0.4953271028037383,1.0967741935483872
BMW,323 CONVERTIBLE,COMPACT,2.5,6,13.9,281,False,False,False,False,True,False,False,False,False,True,0.42056074766355145,0.48387096774193555
DODGE,RAM 1500 WAGON,VAN - PASSENGER,3.9,6,18.3,393,False,False,False,False,False,False,False,False,True,False,0.6261682242990655,0.935483870967742
CHRYSLER,300M,FULL-SIZE,3.5,6,14.4,283,False,False,True,False,False,False,False,False,True,False,0.44392523364485986,0.8064516129032259
AUDI,TT COUPE QUATTRO,MINICOMPACT,1.8,4,13.1,260,False,False,False,False,True,False,False,False,False,True,0.38317757009345793,0.2580645161290323
TOYOTA,ECHO,COMPACT,1.5,4,8.6,179,True,False,False,False,False,False,False,False,True,False,0.17289719626168223,0.16129032258064518
FORD,EXPEDITION,SUV,4.6,8,17.8,359,True,False,False,False,False,False,False,False,True,False,0.602803738317757,1.1612903225806452
PORSCHE,BOXSTER S,TWO-SEATER,3.2,6,15.0,294,False,False,False,False,False,True,False,False,False,True,0.4719626168224299,0.7096774193548389
LAND ROVER,DISCOVERY SERIES II 4X4,SUV,4.0,8,19.6,403,True,False,False,False,False,False,False,False,False,True,0.6869158878504674,0.9677419354838711
GMC,G15/G25 SAVANA CARGO,VAN - CARGO,4.3,6,17.8,368,True,False,False,False,False,False,False,False,True,False,0.602803738317757,1.0645161290322582
MERCEDES-BENZ,CLK 320 CABRIOLET,MINICOMPACT,3.2,6,13.6,269,False,True,False,False,False,False,False,False,False,True,0.40654205607476634,0.7096774193548389
LINCOLN,LS,MID-SIZE,3.9,8,15.9,313,False,True,False,False,False,False,False,False,True,False,0.5140186915887851,0.935483870967742
SAAB,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,3.0,6,14.3,283,True,False,False,False,False,False,False,False,True,False,0.4392523364485982,0.6451612903225807
CHRYSLER,CONCORDE,FULL-SIZE,3.2,6,14.2,276,True,False,False,False,False,False,False,False,True,False,0.43457943925233644,0.7096774193548389
BUICK,PARK AVENUE,FULL-SIZE,3.8,6,14.4,276,True,False,False,False,False,False,False,False,True,False,0.44392523364485986,0.903225806451613
PONTIAC,GRAND AM,COMPACT,2.4,4,12.5,244,False,False,False,False,True,False,False,False,True,False,0.35514018691588783,0.4516129032258065
CHEVROLET,TRACKER 4X4,SUV,2.0,4,11.7,251,True,False,False,False,False,False,False,False,True,False,0.3177570093457944,0.32258064516129037
VOLVO,C70 TURBO,COMPACT,2.3,5,13.9,274,True,False,False,False,False,False,False,False,False,True,0.42056074766355145,0.41935483870967744
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.2,4,11.7,239,True,False,False,False,False,False,False,False,True,False,0.3177570093457944,0.3870967741935485
BUICK,REGAL,MID-SIZE,3.8,6,13.5,262,True,False,False,False,False,False,False,False,True,False,0.40186915887850466,0.903225806451613
AUDI,A4 QUATTRO,COMPACT,1.8,4,12.1,246,False,False,False,False,True,False,False,False,False,True,0.3364485981308411,0.2580645161290323
DAEWOO,LANOS,SUBCOMPACT,1.6,4,10.4,207,False,False,False,False,True,False,False,False,True,False,0.25700934579439255,0.19354838709677424
BMW,328i,COMPACT,2.8,6,13.0,258,False,False,False,False,True,False,False,False,False,True,0.37850467289719625,0.5806451612903226
SAAB,9-3 TURBO,MID-SIZE,2.3,4,13.1,258,False,False,False,False,True,False,False,False,True,False,0.38317757009345793,0.41935483870967744
LAND ROVER,RANGE ROVER 4X4,SUV,4.0,8,19.6,403,True,False,False,False,False,False,False,False,False,True,0.6869158878504674,0.9677419354838711
DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6,14.5,288,True,False,False,False,False,False,False,False,True,False,0.4485981308411215,0.7419354838709677
FORD,COUGAR,COMPACT,2.0,4,11.1,219,False,False,False,False,True,False,False,False,True,False,0.2897196261682243,0.32258064516129037
BMW,M ROADSTER,MINICOMPACT,3.2,6,13.9,281,False,False,False,False,True,False,False,False,False,True,0.42056074766355145,0.7096774193548389
HYUNDAI,ELANTRA WAGON,STATION WAGON - SMALL,2.0,4,12.5,248,True,False,False,False,False,False,False,False,True,False,0.35514018691588783,0.32258064516129037
GMC,JIMMY,SUV,4.3,6,16.3,327,False,False,False,False,True,False,False,False,True,False,0.5327102803738318,1.0645161290322582
FORD,F150 4X4,PICKUP TRUCK - STANDARD,5.4,8,20.7,423,True,False,False,False,False,False,False,False,True,False,0.7383177570093458,1.4193548387096777
PONTIAC,BONNEVILLE,FULL-SIZE,3.8,6,14.4,276,True,False,False,False,False,False,False,False,True,False,0.44392523364485986,0.903225806451613
OLDSMOBILE,ALERO,COMPACT,2.4,4,12.1,242,True,False,False,False,False,False,False,False,True,False,0.3364485981308411,0.4516129032258065
VOLVO,V70 T5 TURBO,STATION WAGON - MID-SIZE,2.3,5,13.9,274,True,False,False,False,False,False,False,False,False,True,0.42056074766355145,0.41935483870967744
FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6,16.5,340,False,False,False,False,True,False,False,False,True,False,0.5420560747663552,0.9677419354838711
DODGE,RAM 1500 WAGON,VAN - PASSENGER,5.2,8,20.0,393,True,False,False,False,False,False,False,False,True,False,0.705607476635514,1.3548387096774195
DAEWOO,NUBIRA WAGON,STATION WAGON - SMALL,2.0,4,12.0,239,True,False,False,False,False,False,False,False,True,False,0.3317757009345794,0.32258064516129037
TOYOTA,COROLLA,COMPACT,1.8,4,9.3,189,True,False,False,False,False,False,False,False,True,False,0.20560747663551404,0.2580645161290323
MAZDA,B4000,PICKUP TRUCK - STANDARD,4.0,6,15.5,320,False,False,False,False,True,False,False,False,True,False,0.4953271028037383,0.9677419354838711
PONTIAC,MONTANA,MINIVAN,3.4,6,14.0,281,True,False,False,False,False,False,False,False,True,False,0.4252336448598131,0.7741935483870969
CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,17.0,350,True,False,False,False,False,False,False,False,True,False,0.5654205607476636,1.0645161290322582
TOYOTA,RAV4 SOFT TOP 4X4,SUV,2.0,4,11.8,251,True,False,False,False,False,False,False,False,True,False,0.3224299065420561,0.32258064516129037
LINCOLN,LS,MID-SIZE,3.0,6,15.4,304,False,True,False,False,False,False,False,False,True,False,0.4906542056074767,0.6451612903225807
ACURA,1.6EL,COMPACT,1.6,4,9.8,205,False,False,False,False,True,False,False,False,True,False,0.22897196261682246,0.19354838709677424
VOLKSWAGEN,GTI,COMPACT,2.8,6,13.2,260,False,False,False,False,True,False,False,False,True,False,0.3878504672897196,0.5806451612903226
TOYOTA,RAV4 4X4,SUV,2.0,4,12.2,258,True,False,False,False,False,False,False,False,True,False,0.3411214953271028,0.32258064516129037
CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,18.5,384,False,False,False,False,True,False,False,False,True,False,0.6355140186915889,1.0645161290322582
DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.2,8,21.8,444,True,False,False,False,False,False,False,False,True,False,0.7897196261682243,1.3548387096774195
BMW,323Ci,COMPACT,2.5,6,13.0,258,False,False,False,False,True,False,False,False,False,True,0.37850467289719625,0.48387096774193555
SATURN,SL,COMPACT,1.9,4,10.1,198,True,False,False,False,False,False,False,False,True,False,0.24299065420560745,0.2903225806451613
MERCEDES-BENZ,E 55 AMG,MID-SIZE,5.5,8,16.0,317,False,True,False,False,False,False,False,False,False,True,0.5186915887850467,1.4516129032258067
NISSAN,XTERRA V6 4X4,SUV,3.3,6,16.2,350,False,False,False,False,True,False,False,False,True,False,0.5280373831775701,0.7419354838709677
JEEP,CHEROKEE 4X4,SUV,4.0,6,15.4,317,False,False,False,False,True,False,False,False,True,False,0.4906542056074767,0.9677419354838711
CHEVROLET,CAVALIER,SUBCOMPACT,2.2,4,12.2,235,False,False,False,False,True,False,False,False,True,False,0.3411214953271028,0.3870967741935485
HYUNDAI,SONATA 2.4L,MID-SIZE,2.4,4,13.0,260,True,False,False,False,False,False,False,False,True,False,0.37850467289719625,0.4516129032258065
TOYOTA,RAV4 SOFT TOP,SUV,2.0,4,11.2,232,False,False,False,False,True,False,False,False,True,False,0.29439252336448596,0.32258064516129037
INFINITI,I30,MID-SIZE,3.0,6,13.4,265,True,False,False,False,False,False,False,False,True,False,0.39719626168224303,0.6451612903225807
FORD,EXPLORER SOHC 4X4,SUV,4.0,6,16.7,343,False,True,False,False,False,False,False,False,True,False,0.5514018691588785,0.9677419354838711
AUDI,A4 QUATTRO,COMPACT,1.8,4,13.6,267,False,True,False,False,False,False,False,False,False,True,0.40654205607476634,0.2580645161290323
GMC,SONOMA 4X4,PICKUP TRUCK - STANDARD,4.3,6,16.3,329,False,False,False,False,True,False,False,False,True,False,0.5327102803738318,1.0645161290322582
LEXUS,RX 300 4X4,SUV,3.0,6,14.4,299,True,False,False,False,False,False,False,False,True,False,0.44392523364485986,0.6451612903225807
FORD,TAURUS WAGON #,STATION WAGON - MID-SIZE,3.0,6,14.0,276,True,False,False,False,False,False,False,False,True,False,0.4252336448598131,0.6451612903225807
DODGE,CARAVAN FFV,MINIVAN,3.3,6,14.5,288,True,False,False,False,False,False,False,False,True,False,0.4485981308411215,0.7419354838709677
VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,12.6,251,False,False,False,False,True,False,False,False,False,True,0.3598130841121495,0.4516129032258065
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,16.0,313,False,False,False,True,False,False,False,False,False,True,0.5186915887850467,0.7741935483870969
VOLVO,C70 TURBO,COMPACT,2.4,5,13.6,274,True,False,False,False,False,False,False,False,False,True,0.40654205607476634,0.4516129032258065
SATURN,SC,SUBCOMPACT,1.9,4,10.1,200,True,False,False,False,False,False,False,False,True,False,0.24299065420560745,0.2903225806451613
FORD,F150,PICKUP TRUCK - STANDARD,4.2,6,16.3,334,False,False,False,False,True,False,False,False,True,False,0.5327102803738318,1.0322580645161292
TOYOTA,RAV4 SOFT TOP 4X4,SUV,2.0,4,11.9,253,False,False,False,False,True,False,False,False,True,False,0.3271028037383178,0.32258064516129037
TOYOTA,RAV4 4X4,SUV,2.0,4,12.1,258,False,False,False,False,True,False,False,False,True,False,0.3364485981308411,0.32258064516129037
DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,17.3,350,True,False,False,False,False,False,False,False,True,False,0.5794392523364487,0.935483870967742
PONTIAC,GRAND PRIX #,MID-SIZE,3.8,6,15.0,288,True,False,False,False,False,False,False,False,False,True,0.4719626168224299,0.903225806451613
SATURN,SL #,COMPACT,1.9,4,10.6,207,True,False,False,False,False,False,False,False,True,False,0.26635514018691586,0.2903225806451613
BMW,Z3,SUBCOMPACT,2.8,6,13.9,278,False,False,False,False,True,False,False,False,False,True,0.42056074766355145,0.5806451612903226
PONTIAC,GRAND PRIX,MID-SIZE,3.8,6,13.5,262,True,False,False,False,False,False,False,False,True,False,0.40186915887850466,0.903225806451613
TOYOTA,RAV4,SUV,2.0,4,11.2,232,False,False,False,False,True,False,False,False,True,False,0.29439252336448596,0.32258064516129037
FORD,FOCUS SEDAN,COMPACT,2.0,4,10.8,221,True,False,False,False,False,False,False,False,True,False,0.2757009345794393,0.32258064516129037
AUDI,A6 QUATTRO,MID-SIZE,2.8,6,15.4,306,False,True,False,False,False,False,False,False,False,True,0.4906542056074767,0.5806451612903226
GMC,SONOMA,PICKUP TRUCK - SMALL,4.3,6,16.2,322,False,False,False,False,True,False,False,False,True,False,0.5280373831775701,1.0645161290322582
OLDSMOBILE,SILHOUETTE,MINIVAN,3.4,6,14.0,281,True,False,False,False,False,False,False,False,True,False,0.4252336448598131,0.7741935483870969
DAEWOO,NUBIRA,COMPACT,2.0,4,11.9,237,False,False,False,False,True,False,False,False,True,False,0.3271028037383178,0.32258064516129037
FORD,WINDSTAR WAGON,MINIVAN,3.0,6,15.6,311,True,False,False,False,False,False,False,False,True,False,0.5,0.6451612903225807
DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.2,8,20.0,396,True,False,False,False,False,False,False,False,True,False,0.705607476635514,1.3548387096774195
LEXUS,LX 470,SUV,4.7,8,19.4,405,True,False,False,False,False,False,False,False,True,False,0.6775700934579438,1.1935483870967745
MAZDA,PROTEGE,COMPACT,1.8,4,10.2,212,False,False,False,False,True,False,False,False,True,False,0.24766355140186913,0.2580645161290323
SAAB,9-3 TURBO,MID-SIZE,2.0,4,12.9,255,False,False,False,False,True,False,False,False,True,False,0.3738317757009346,0.32258064516129037
INFINITI,G20,COMPACT,2.0,4,11.6,235,True,False,False,False,False,False,False,False,True,False,0.3130841121495327,0.32258064516129037
GMC,SAFARI PASSENGER,VAN - PASSENGER,4.3,6,17.7,368,True,False,False,False,False,False,False,False,True,False,0.5981308411214953,1.0645161290322582
CHEVROLET,TRACKER CONVERTIBLE 4X4,SUV,1.6,4,10.5,228,False,False,False,False,True,False,False,False,True,False,0.2616822429906542,0.19354838709677424
CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,5.7,8,19.3,398,True,False,False,False,False,False,False,False,True,False,0.6728971962616823,1.5161290322580647
JEEP,TJ 4X4,SUV,4.0,6,16.7,347,False,False,False,False,True,False,False,False,True,False,0.5514018691588785,0.9677419354838711
CHEVROLET,CAMARO,SUBCOMPACT,3.8,6,13.7,262,False,False,False,False,True,False,False,False,True,False,0.411214953271028,0.903225806451613
OLDSMOBILE,INTRIGUE,MID-SIZE,3.5,6,14.7,283,True,False,False,False,False,False,False,False,True,False,0.45794392523364486,0.8064516129032259
HONDA,PRELUDE,SUBCOMPACT,2.2,4,12.7,260,False,False,True,False,False,False,False,False,False,True,0.3644859813084112,0.3870967741935485
FERRARI,456 MGTA,SUBCOMPACT,5.5,12,26.3,495,False,False,False,False,False,True,False,False,False,True,1.0,1.4516129032258067
PONTIAC,FIREBIRD/FORMULA,SUBCOMPACT,5.7,8,14.9,290,False,False,False,False,False,True,False,False,False,True,0.4672897196261683,1.5161290322580647
CHEVROLET,NEW K1500 TAHOE 4X4,SUV,5.3,8,18.9,391,True,False,False,False,False,False,False,False,True,False,0.6542056074766355,1.3870967741935485
VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,13.2,258,False,True,False,False,False,False,False,False,False,True,0.3878504672897196,0.2580645161290323
AUDI,A6 QUATTRO,MID-SIZE,2.7,6,15.2,304,False,False,False,False,False,True,False,False,False,True,0.48130841121495327,0.5483870967741936
CHEVROLET,ASTRO AWD CARGO,VAN - CARGO,4.3,6,17.0,350,True,False,False,False,False,False,False,False,True,False,0.5654205607476636,1.0645161290322582
CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,18.7,386,False,False,False,False,True,False,False,False,True,False,0.6448598130841121,1.0645161290322582
FORD,TAURUS,MID-SIZE,3.0,6,13.6,267,True,False,False,False,False,False,False,False,True,False,0.40654205607476634,0.6451612903225807
MERCEDES-BENZ,SLK 230 KOMPRESSOR #,SUBCOMPACT,2.3,4,12.6,246,False,False,False,False,True,False,False,False,False,True,0.3598130841121495,0.41935483870967744
CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,5.7,8,20.6,426,True,False,False,False,False,False,False,False,True,False,0.7336448598130842,1.5161290322580647
