MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,FUEL CONSUMPTION,COEMISSIONS,TRANSMISSION_A4,TRANSMISSION_A5,TRANSMISSION_AS4,TRANSMISSION_AS5,TRANSMISSION_M5,TRANSMISSION_M6,FUEL_E,FUEL_N,FUEL_X,FUEL_Z,scaled_fuel_consumption,scaled_engine_size
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,11.2,225,False,False,False,False,True,False,False,False,False,True,0.29439252336448596,0.2580645161290323
DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,17.4,345,False,False,False,False,True,False,False,False,True,False,0.5841121495327103,0.935483870967742
VOLKSWAGEN,EUROVAN CAMPER,MINIVAN,2.8,6,18.6,375,True,False,False,False,False,False,False,False,True,False,0.6401869158878506,0.5806451612903226
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,13.2,258,False,True,False,False,False,False,False,False,False,True,0.3878504672897196,0.2580645161290323
PONTIAC,FIREFLY,SUBCOMPACT,1.3,4,9.1,191,False,False,False,False,False,False,False,False,True,False,0.19626168224299062,0.09677419354838712
CHEVROLET,CAVALIER BIFUEL,SUBCOMPACT,2.2,4,11.8,242,False,False,False,False,False,False,False,False,True,False,0.3224299065420561,0.3870967741935485
DODGE,DURANGO 5.9 R/T 4X4,SUV,5.9,8,22.3,444,True,False,False,False,False,False,False,False,False,True,0.8130841121495327,1.580645161290323
GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,20.2,407,False,False,False,False,True,False,False,False,True,False,0.7149532710280374,1.2258064516129032
MERCEDES-BENZ,ML 430,SUV,4.3,8,17.0,354,False,True,False,False,False,False,False,False,False,True,0.5654205607476636,1.0645161290322582
LINCOLN,CONTINENTAL,FULL-SIZE,4.6,8,15.2,297,True,False,False,False,False,False,False,False,False,True,0.48130841121495327,1.1612903225806452
LEXUS,ES 300,COMPACT,3.0,6,13.8,276,True,False,False,False,False,False,False,False,True,False,0.41588785046728977,0.6451612903225807
JAGUAR,XKR #,SUBCOMPACT,4.0,8,15.7,313,False,True,False,False,False,False,False,False,False,True,0.5046728971962616,0.9677419354838711
ACURA,INTEGRA,SUBCOMPACT,1.8,4,10.6,219,False,False,False,False,True,False,False,False,True,False,0.26635514018691586,0.2580645161290323
BMW,540i,COMPACT,4.4,8,14.7,294,False,True,False,False,False,False,False,False,False,True,0.45794392523364486,1.0967741935483872
NISSAN,XTERRA,SUV,2.4,4,14.2,292,False,False,False,False,True,False,False,False,True,False,0.43457943925233644,0.4516129032258065
NISSAN,XTERRA V6,SUV,3.3,6,15.9,338,False,False,False,False,True,False,False,False,True,False,0.5140186915887851,0.7419354838709677
NISSAN,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,16.1,345,False,False,False,False,True,False,False,False,True,False,0.5233644859813085,0.7419354838709677
AUDI,A4 QUATTRO,COMPACT,2.8,6,14.3,288,False,False,False,False,True,False,False,False,False,True,0.4392523364485982,0.5806451612903226
BMW,740i,MID-SIZE,4.4,8,15.4,308,False,True,False,False,False,False,False,False,False,True,0.4906542056074767,1.0967741935483872
VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,13.4,262,False,False,False,False,True,False,False,False,False,True,0.39719626168224303,0.5806451612903226
VOLKSWAGEN,CABRIO,SUBCOMPACT,2.0,4,11.2,230,False,False,False,False,True,False,False,False,True,False,0.29439252336448596,0.32258064516129037
ACURA,3.5RL,MID-SIZE,3.5,6,15.0,301,True,False,False,False,False,False,False,False,False,True,0.4719626168224299,0.8064516129032259
TOYOTA,RAV4,SUV,2.0,4,11.3,235,True,False,False,False,False,False,False,False,True,False,0.2990654205607477,0.32258064516129037
ISUZU,HOMBRE 4X4,PICKUP TRUCK - STANDARD,4.3,6,16.8,345,True,False,False,False,False,False,False,False,True,False,0.5560747663551402,1.0645161290322582
HONDA,ACCORD,MID-SIZE,3.0,6,13.0,260,True,False,False,False,False,False,False,False,True,False,0.37850467289719625,0.6451612903225807
GMC,C1500 YUKON,SUV,4.8,8,18.7,391,True,False,False,False,False,False,False,False,True,False,0.6448598130841121,1.2258064516129032
MERCEDES-BENZ,E 320,MID-SIZE,3.2,6,12.9,253,False,True,False,False,False,False,False,False,False,True,0.3738317757009346,0.7096774193548389
VOLKSWAGEN,EUROVAN,MINIVAN,2.8,6,17.6,357,True,False,False,False,False,False,False,False,True,False,0.5934579439252338,0.5806451612903226
MAZDA,MX-5 MIATA,SUBCOMPACT,1.8,4,11.1,230,False,False,False,False,True,False,False,False,True,False,0.2897196261682243,0.2580645161290323
FORD,E150 VAN,VAN - CARGO,5.4,8,17.9,363,True,False,False,False,False,False,False,False,True,False,0.6074766355140186,1.4193548387096777
AUDI,S4 QUATTRO,COMPACT,2.7,6,15.2,304,False,False,False,False,False,True,False,False,False,True,0.48130841121495327,0.5483870967741936
SAAB,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,13.9,276,True,False,False,False,False,False,False,False,True,False,0.42056074766355145,0.41935483870967744
FORD,RANGER,PICKUP TRUCK - STANDARD,3.0,6,16.2,322,False,False,False,False,True,False,False,False,True,False,0.5280373831775701,0.6451612903225807
BMW,750iL,FULL-SIZE,5.4,12,19.1,373,False,True,False,False,False,False,False,False,False,True,0.663551401869159,1.4193548387096777
FORD,ESCORT ZX2,COMPACT,2.0,4,10.6,216,False,False,False,False,True,False,False,False,True,False,0.26635514018691586,0.32258064516129037
BMW,328Ci,COMPACT,2.8,6,13.9,274,False,True,False,False,False,False,False,False,False,True,0.42056074766355145,0.5806451612903226
DAEWOO,LEGANZA,COMPACT,2.2,4,13.4,265,True,False,False,False,False,False,False,False,True,False,0.39719626168224303,0.3870967741935485
FORD,EXPLORER 4X4,SUV,5.0,8,18.7,373,True,False,False,False,False,False,False,False,True,False,0.6448598130841121,1.2903225806451615
VOLKSWAGEN,PASSAT,MID-SIZE,2.8,6,14.7,288,False,True,False,False,False,False,False,False,False,True,0.45794392523364486,0.5806451612903226
DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,4.7,8,18.3,370,True,False,False,False,False,False,False,False,True,False,0.6261682242990655,1.1935483870967745
SUZUKI,VITARA CONVERTIBLE 4X4,SUV,1.6,4,10.5,228,False,False,False,False,True,False,False,False,True,False,0.2616822429906542,0.19354838709677424
MAZDA,MILLENIA #,COMPACT,2.3,6,13.7,271,True,False,False,False,False,False,False,False,False,True,0.411214953271028,0.41935483870967744
DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.2,8,21.6,435,True,False,False,False,False,False,False,False,True,False,0.7803738317757011,1.3548387096774195
SUZUKI,VITARA CONVERTIBLE 4X4,SUV,2.0,4,11.8,255,False,False,False,False,True,False,False,False,True,False,0.3224299065420561,0.32258064516129037
TOYOTA,AVALON,FULL-SIZE,3.0,6,12.7,251,True,False,False,False,False,False,False,False,True,False,0.3644859813084112,0.6451612903225807
VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,14.7,288,False,True,False,False,False,False,False,False,False,True,0.45794392523364486,0.5806451612903226
TOYOTA,CAMRY,MID-SIZE,2.2,4,11.8,239,True,False,False,False,False,False,False,False,True,False,0.3224299065420561,0.3870967741935485
CADILLAC,DEVILLE,FULL-SIZE,4.6,8,15.5,297,True,False,False,False,False,False,False,False,False,True,0.4953271028037383,1.1612903225806452
VOLVO,S70,MID-SIZE,2.4,5,12.6,251,False,False,False,False,True,False,False,False,False,True,0.3598130841121495,0.4516129032258065
DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6,16.3,331,True,False,False,False,False,False,False,False,True,False,0.5327102803738318,0.935483870967742
LAND ROVER,DISCOVERY SERIES II 4X4,SUV,4.0,8,19.6,403,True,False,False,False,False,False,False,False,False,True,0.6869158878504674,0.9677419354838711
DAEWOO,NUBIRA WAGON,STATION WAGON - SMALL,2.0,4,11.9,237,False,False,False,False,True,False,False,False,True,False,0.3271028037383178,0.32258064516129037
GMC,SAFARI PASSENGER AWD,VAN - PASSENGER,4.3,6,17.4,359,True,False,False,False,False,False,False,False,True,False,0.5841121495327103,1.0645161290322582
DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.9,8,21.5,416,True,False,False,False,False,False,False,False,True,False,0.7757009345794393,1.580645161290323
MAZDA,B4000 4X4,PICKUP TRUCK - STANDARD,4.0,6,16.5,343,False,False,False,False,True,False,False,False,True,False,0.5420560747663552,0.9677419354838711
MERCEDES-BENZ,C 43 AMG,COMPACT,4.3,8,14.7,304,False,True,False,False,False,False,False,False,False,True,0.45794392523364486,1.0645161290322582
CHRYSLER,TOWN & COUNTRY AWD,MINIVAN,3.8,6,16.2,320,True,False,False,False,False,False,False,False,True,False,0.5280373831775701,0.903225806451613
LAND ROVER,RANGE ROVER 4X4,SUV,4.6,8,22.1,458,True,False,False,False,False,False,False,False,False,True,0.8037383177570095,1.1612903225806452
SUZUKI,ESTEEM,SUBCOMPACT,1.6,4,9.9,205,True,False,False,False,False,False,False,False,True,False,0.23364485981308414,0.19354838709677424
FORD,E250 VAN,VAN - CARGO,4.2,6,19.1,391,True,False,False,False,False,False,False,False,True,False,0.663551401869159,1.0322580645161292
PONTIAC,SUNFIRE,SUBCOMPACT,2.2,4,11.8,242,False,False,False,False,False,False,False,False,True,False,0.3224299065420561,0.3870967741935485
SATURN,SL,COMPACT,1.9,4,9.3,184,False,False,False,False,True,False,False,False,True,False,0.20560747663551404,0.2903225806451613
CHEVROLET,IMPALA,FULL-SIZE,3.4,6,13.6,260,True,False,False,False,False,False,False,False,True,False,0.40654205607476634,0.7741935483870969
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,15.0,297,False,False,False,False,True,False,False,False,False,True,0.4719626168224299,0.5483870967741936
CHEVROLET,ASTRO PASSENGER,VAN - PASSENGER,4.3,6,17.7,368,True,False,False,False,False,False,False,False,True,False,0.5981308411214953,1.0645161290322582
SAAB,9-5 TURBO,FULL-SIZE,2.3,4,13.9,276,True,False,False,False,False,False,False,False,True,False,0.42056074766355145,0.41935483870967744
VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,11.2,225,False,False,False,False,True,False,False,False,False,True,0.29439252336448596,0.2580645161290323
CHEVROLET,NEW C1500 TAHOE,SUV,5.3,8,18.9,391,True,False,False,False,False,False,False,False,True,False,0.6542056074766355,1.3870967741935485
NISSAN,XTERRA V6,SUV,3.3,6,16.5,343,True,False,False,False,False,False,False,False,True,False,0.5420560747663552,0.7419354838709677
PONTIAC,SUNFIRE,SUBCOMPACT,2.2,4,11.6,232,True,False,False,False,False,False,False,False,True,False,0.3130841121495327,0.3870967741935485
VOLKSWAGEN,JETTA,COMPACT,2.8,6,14.2,283,True,False,False,False,False,False,False,False,True,False,0.43457943925233644,0.5806451612903226
DODGE,VIPER GTS,SUBCOMPACT,8.0,10,21.4,396,False,False,False,False,False,True,False,False,False,True,0.7710280373831776,2.2580645161290325
TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,3.4,6,17.2,368,True,False,False,False,False,False,False,False,True,False,0.5747663551401869,0.7741935483870969
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,15.3,301,False,False,False,True,False,False,False,False,False,True,0.485981308411215,0.5483870967741936
SUZUKI,ESTEEM,SUBCOMPACT,1.6,4,8.8,182,False,False,False,False,True,False,False,False,True,False,0.18224299065420563,0.19354838709677424
VOLKSWAGEN,JETTA,COMPACT,2.8,6,13.6,267,False,False,False,False,True,False,False,False,True,False,0.40654205607476634,0.5806451612903226
ACURA,NSX,SUBCOMPACT,3.2,6,15.4,306,False,False,False,False,False,True,False,False,False,True,0.4906542056074767,0.7096774193548389
NISSAN,FRONTIER 4X4,PICKUP TRUCK - STANDARD,2.4,4,14.9,313,False,False,False,False,True,False,False,False,True,False,0.4672897196261683,0.4516129032258065
BMW,323i,COMPACT,2.5,6,13.0,258,False,False,False,False,True,False,False,False,False,True,0.37850467289719625,0.48387096774193555
CHRYSLER,INTREPID,FULL-SIZE,2.7,6,13.2,260,True,False,False,False,False,False,False,False,True,False,0.3878504672897196,0.5483870967741936
FORD,FOCUS SEDAN,COMPACT,2.0,4,10.8,216,False,False,False,False,True,False,False,False,True,False,0.2757009345794393,0.32258064516129037
GMC,K1500 YUKON 4X4,SUV,4.8,8,18.7,391,True,False,False,False,False,False,False,False,True,False,0.6448598130841121,1.2258064516129032
NISSAN,PATHFINDER 4X4,SUV,3.3,6,17.3,361,True,False,False,False,False,False,False,False,True,False,0.5794392523364487,0.7419354838709677
VOLKSWAGEN,GOLF,COMPACT,1.8,4,12.1,248,True,False,False,False,False,False,False,False,False,True,0.3364485981308411,0.2580645161290323
JEEP,GRAND CHEROKEE 4X4,SUV,4.7,8,18.0,363,True,False,False,False,False,False,False,False,True,False,0.6121495327102804,1.1935483870967745
BMW,Z8,TWO-SEATER,4.9,8,19.3,380,False,False,False,False,False,True,False,False,False,True,0.6728971962616823,1.2580645161290325
CHEVROLET,LUMINA/MONTE CARLO,MID-SIZE,3.4,6,13.6,260,True,False,False,False,False,False,False,False,True,False,0.40654205607476634,0.7741935483870969
MAZDA,PROTEGE,COMPACT,1.6,4,9.8,207,False,False,False,False,True,False,False,False,True,False,0.22897196261682246,0.19354838709677424
MERCEDES-BENZ,E 320 4MATIC,MID-SIZE,3.2,6,13.1,262,False,True,False,False,False,False,False,False,False,True,0.38317757009345793,0.7096774193548389
VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.3,5,13.4,269,False,False,False,False,True,False,False,False,False,True,0.39719626168224303,0.41935483870967744
FORD,RANGER,PICKUP TRUCK - STANDARD,3.0,6,15.7,315,True,False,False,False,False,False,False,False,True,False,0.5046728971962616,0.6451612903225807
SUZUKI,SWIFT,SUBCOMPACT,1.3,4,9.1,191,False,False,False,False,False,False,False,False,True,False,0.19626168224299062,0.09677419354838712
GMC,JIMMY 4X4,SUV,4.3,6,18.7,386,False,False,False,False,True,False,False,False,True,False,0.6448598130841121,1.0645161290322582
CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.5,6,14.7,288,False,False,True,False,False,False,False,False,True,False,0.45794392523364486,0.48387096774193555
FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,3.0,6,16.4,336,True,False,False,False,False,False,False,False,True,False,0.5373831775700935,0.6451612903225807
TOYOTA,CELICA,SUBCOMPACT,1.8,4,10.1,205,True,False,False,False,False,False,False,False,True,False,0.24299065420560745,0.2580645161290323
JAGUAR,XJ8,COMPACT,4.0,8,15.5,306,False,True,False,False,False,False,False,False,False,True,0.4953271028037383,0.9677419354838711
TOYOTA,RAV4 SOFT TOP,SUV,2.0,4,11.3,235,True,False,False,False,False,False,False,False,True,False,0.2990654205607477,0.32258064516129037
BMW,328Ci,COMPACT,2.8,6,13.0,258,False,False,False,False,True,False,False,False,False,True,0.37850467289719625,0.5806451612903226
SATURN,SC,SUBCOMPACT,1.9,4,9.8,191,False,False,False,False,True,False,False,False,True,False,0.22897196261682246,0.2903225806451613
GMC,SAFARI CARGO AWD,VAN - CARGO,4.3,6,17.0,350,True,False,False,False,False,False,False,False,True,False,0.5654205607476636,1.0645161290322582
DODGE,RAM 1500 VAN,VAN - CARGO,5.2,8,19.6,386,True,False,False,False,False,False,False,False,True,False,0.6869158878504674,1.3548387096774195
ISUZU,RODEO 4X4,SUV,3.2,6,16.6,340,True,False,False,False,False,False,False,False,True,False,0.5467289719626169,0.7096774193548389
MERCEDES-BENZ,C 230 KOMPRESSOR #,COMPACT,2.3,4,12.5,251,False,True,False,False,False,False,False,False,False,True,0.35514018691588783,0.41935483870967744
CHRYSLER,PT CRUISER,SUBCOMPACT,2.4,4,13.4,276,True,False,False,False,False,False,False,False,True,False,0.39719626168224303,0.4516129032258065
VOLKSWAGEN,GOLF TDI DIESEL,COMPACT,1.9,4,6.7,165,False,False,False,False,True,False,False,False,False,False,0.08411214953271028,0.2903225806451613
NISSAN,MAXIMA,MID-SIZE,3.0,6,12.3,253,False,False,False,False,True,False,False,False,True,False,0.3457943925233645,0.6451612903225807
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,3.4,6,15.7,331,True,False,False,False,False,False,False,False,True,False,0.5046728971962616,0.7741935483870969
CHRYSLER,PT CRUISER,SUBCOMPACT,2.4,4,13.2,269,False,False,False,False,True,False,False,False,True,False,0.3878504672897196,0.4516129032258065
SAAB,9-3 TURBO,MID-SIZE,2.0,4,13.4,274,True,False,False,False,False,False,False,False,True,False,0.39719626168224303,0.32258064516129037
ISUZU,HOMBRE,PICKUP TRUCK - SMALL,2.2,4,12.2,246,False,False,False,False,True,False,False,False,True,False,0.3411214953271028,0.3870967741935485
HONDA,CIVIC CX/DX/LX/EX,SUBCOMPACT,1.6,4,8.8,184,False,False,False,False,True,False,False,False,True,False,0.18224299065420563,0.19354838709677424
OLDSMOBILE,ALERO,COMPACT,2.4,4,12.5,244,False,False,False,False,True,False,False,False,True,False,0.35514018691588783,0.4516129032258065
CHEVROLET,S10,PICKUP TRUCK - SMALL,2.2,4,12.2,246,False,False,False,False,True,False,False,False,True,False,0.3411214953271028,0.3870967741935485
SUZUKI,VITARA CONVERTIBLE 4X4,SUV,2.0,4,11.7,253,True,False,False,False,False,False,False,False,True,False,0.3177570093457944,0.32258064516129037
CHEVROLET,CORVETTE,SUBCOMPACT,5.7,8,14.4,278,False,False,False,False,False,True,False,False,False,True,0.44392523364485986,1.5161290322580647
CHRYSLER,LHS,FULL-SIZE,3.5,6,14.7,288,True,False,False,False,False,False,False,False,True,False,0.45794392523364486,0.8064516129032259
FORD,EXPLORER OHV 4X4,SUV,4.0,6,17.3,352,False,True,False,False,False,False,False,False,True,False,0.5794392523364487,0.9677419354838711
MAZDA,626,MID-SIZE,2.0,4,12.7,258,True,False,False,False,False,False,False,False,True,False,0.3644859813084112,0.32258064516129037
VOLVO,S70 GLT TURBO,MID-SIZE,2.4,5,13.6,274,True,False,False,False,False,False,False,False,False,True,0.40654205607476634,0.4516129032258065
CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,4.3,6,17.8,368,True,False,False,False,False,False,False,False,True,False,0.602803738317757,1.0645161290322582
JEEP,TJ 4X4,SUV,4.0,6,17.3,368,False,False,False,False,False,False,False,False,True,False,0.5794392523364487,0.9677419354838711
HONDA,CIVIC CX/DX/LX/EX,SUBCOMPACT,1.6,4,10.0,202,True,False,False,False,False,False,False,False,True,False,0.2383177570093458,0.19354838709677424
GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,18.5,384,False,False,False,False,True,False,False,False,True,False,0.6355140186915889,1.0645161290322582
GMC,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,5.7,8,20.6,426,True,False,False,False,False,False,False,False,True,False,0.7336448598130842,1.5161290322580647
FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4,10.6,219,True,False,False,False,False,False,False,False,True,False,0.26635514018691586,0.32258064516129037
MAZDA,B4000,PICKUP TRUCK - STANDARD,4.0,6,17.1,357,False,True,False,False,False,False,False,False,True,False,0.5700934579439253,0.9677419354838711
CHEVROLET,S10,PICKUP TRUCK - SMALL,2.2,4,13.8,278,True,False,False,False,False,False,False,False,True,False,0.41588785046728977,0.3870967741935485
DODGE,GRAND CARAVAN,MINIVAN,3.8,6,15.2,304,True,False,False,False,False,False,False,False,True,False,0.48130841121495327,0.903225806451613
DODGE,RAM 2500 VAN,VAN - CARGO,5.2,8,20.0,393,True,False,False,False,False,False,False,False,True,False,0.705607476635514,1.3548387096774195
HONDA,CIVIC COUPE SiR,SUBCOMPACT,1.6,4,10.9,223,False,False,False,False,True,False,False,False,False,True,0.28037383177570097,0.19354838709677424
FORD,F150,PICKUP TRUCK - STANDARD,5.4,8,17.9,363,True,False,False,False,False,False,False,False,True,False,0.6074766355140186,1.4193548387096777
MERCEDES-BENZ,C 280,COMPACT,2.8,6,12.7,258,False,True,False,False,False,False,False,False,False,True,0.3644859813084112,0.5806451612903226
PORSCHE,BOXSTER S,TWO-SEATER,3.2,6,15.9,311,False,False,False,True,False,False,False,False,False,True,0.5140186915887851,0.7096774193548389
VOLKSWAGEN,NEW BEETLE TDI DIESEL,SUBCOMPACT,1.9,4,6.7,165,False,False,False,False,True,False,False,False,False,False,0.08411214953271028,0.2903225806451613
SUZUKI,ESTEEM WAGON,STATION WAGON - SMALL,1.8,4,9.6,196,False,False,False,False,True,False,False,False,True,False,0.21962616822429903,0.2580645161290323
PONTIAC,SUNFIRE,SUBCOMPACT,2.2,4,12.2,235,False,False,False,False,True,False,False,False,True,False,0.3411214953271028,0.3870967741935485
VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4,11.9,248,True,False,False,False,False,False,False,False,False,True,0.3271028037383178,0.2580645161290323
NISSAN,XTERRA V6 4X4,SUV,3.3,6,17.3,361,True,False,False,False,False,False,False,False,True,False,0.5794392523364487,0.7419354838709677
CHEVROLET,S10,PICKUP TRUCK - SMALL,4.3,6,16.1,322,False,False,False,False,True,False,False,False,True,False,0.5233644859813085,1.0645161290322582
MAZDA,B4000 4X4,PICKUP TRUCK - STANDARD,4.0,6,17.2,354,False,True,False,False,False,False,False,False,True,False,0.5747663551401869,0.9677419354838711
TOYOTA,CAMRY SOLARA,COMPACT,2.2,4,11.8,239,True,False,False,False,False,False,False,False,True,False,0.3224299065420561,0.3870967741935485
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,16.0,308,False,False,False,True,False,False,False,False,False,True,0.5186915887850467,0.7741935483870969
FORD,E150 VAN,VAN - CARGO,4.2,6,19.0,389,True,False,False,False,False,False,False,False,True,False,0.6588785046728972,1.0322580645161292
HYUNDAI,TIBURON,SUBCOMPACT,2.0,4,11.4,228,False,False,False,False,True,False,False,False,True,False,0.3037383177570094,0.32258064516129037
BMW,M5,COMPACT,4.9,8,19.6,375,False,False,False,False,False,True,False,False,False,True,0.6869158878504674,1.2580645161290325
FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,15.1,299,True,False,False,False,False,False,False,False,True,False,0.4766355140186916,1.1612903225806452
CHEVROLET,TRACKER 4X4,SUV,2.0,4,11.9,255,False,False,False,False,True,False,False,False,True,False,0.3271028037383178,0.32258064516129037
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.7,8,17.3,363,True,False,False,False,False,False,False,False,True,False,0.5794392523364487,1.1935483870967745
VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,13.2,262,False,True,False,False,False,False,False,False,False,True,0.3878504672897196,0.4516129032258065
DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6,16.4,324,False,False,True,False,False,False,False,False,True,False,0.5373831775700935,0.903225806451613
TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,4.7,8,18.2,382,True,False,False,False,False,False,False,False,True,False,0.6214953271028038,1.1935483870967745
NISSAN,FRONTIER,PICKUP TRUCK - STANDARD,2.4,4,12.1,255,False,False,False,False,True,False,False,False,True,False,0.3364485981308411,0.4516129032258065
SUZUKI,GRAND VITARA 4X4,SUV,2.5,6,13.8,294,False,False,False,False,True,False,False,False,True,False,0.41588785046728977,0.48387096774193555
CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,4.3,6,18.3,380,True,False,False,False,False,False,False,False,True,False,0.6261682242990655,1.0645161290322582
PONTIAC,FIREFLY,SUBCOMPACT,1.3,4,7.6,156,False,False,False,False,True,False,False,False,True,False,0.1261682242990654,0.09677419354838712
LEXUS,RX 300,SUV,3.0,6,14.2,292,True,False,False,False,False,False,False,False,True,False,0.43457943925233644,0.6451612903225807
VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.3,5,14.2,285,True,False,False,False,False,False,False,False,False,True,0.43457943925233644,0.41935483870967744
GMC,JIMMY,SUV,4.3,6,16.2,336,True,False,False,False,False,False,False,False,True,False,0.5280373831775701,1.0645161290322582
FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,3.0,6,15.5,320,False,False,False,False,True,False,False,False,True,False,0.4953271028037383,0.6451612903225807
BMW,M COUPE,TWO-SEATER,3.2,6,13.9,281,False,False,False,False,True,False,False,False,False,True,0.42056074766355145,0.7096774193548389
NISSAN,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,16.8,350,True,False,False,False,False,False,False,False,True,False,0.5560747663551402,0.7419354838709677
TOYOTA,CELICA,SUBCOMPACT,1.8,4,10.0,209,False,False,False,False,True,False,False,False,True,False,0.2383177570093458,0.2580645161290323
CHEVROLET,LUMINA/MONTE CARLO,MID-SIZE,3.8,6,13.5,262,True,False,False,False,False,False,False,False,True,False,0.40186915887850466,0.903225806451613
DODGE,DURANGO 4X4,SUV,5.9,8,22.3,444,True,False,False,False,False,False,False,False,True,False,0.8130841121495327,1.580645161290323
VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.4,5,13.9,278,True,False,False,False,False,False,False,False,False,True,0.42056074766355145,0.4516129032258065
TOYOTA,CAMRY SOLARA CONVERTIBLE,SUBCOMPACT,3.0,6,14.0,278,True,False,False,False,False,False,False,False,True,False,0.4252336448598131,0.6451612903225807
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.2,4,11.8,242,False,False,False,False,True,False,False,False,True,False,0.3224299065420561,0.3870967741935485
SUBARU,FORESTER AWD,SUV,2.5,4,12.5,248,False,False,False,False,True,False,False,False,True,False,0.35514018691588783,0.48387096774193555
KIA,SEPHIA,COMPACT,1.8,4,11.7,235,True,False,False,False,False,False,False,False,True,False,0.3177570093457944,0.2580645161290323
GMC,SONOMA 4X4,PICKUP TRUCK - STANDARD,4.3,6,16.8,345,True,False,False,False,False,False,False,False,True,False,0.5560747663551402,1.0645161290322582
PONTIAC,BONNEVILLE #,FULL-SIZE,3.8,6,15.1,290,True,False,False,False,False,False,False,False,False,True,0.4766355140186916,0.903225806451613
CHRYSLER,TOWN & COUNTRY,MINIVAN,3.8,6,15.2,304,True,False,False,False,False,False,False,False,True,False,0.48130841121495327,0.903225806451613
DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,18.3,363,False,False,False,False,True,False,False,False,True,False,0.6261682242990655,1.1935483870967745
FORD,EXPEDITION 4X4,SUV,5.4,8,21.1,426,True,False,False,False,False,False,False,False,True,False,0.7570093457943927,1.4193548387096777
GMC,SAFARI CARGO,VAN - CARGO,4.3,6,16.2,336,True,False,False,False,False,False,False,False,True,False,0.5280373831775701,1.0645161290322582
SATURN,LS,MID-SIZE,2.2,4,11.9,239,True,False,False,False,False,False,False,False,True,False,0.3271028037383178,0.3870967741935485
DODGE,CARAVAN,MINIVAN,3.3,6,14.5,288,True,False,False,False,False,False,False,False,True,False,0.4485981308411215,0.7419354838709677
HONDA,ACCORD DX,MID-SIZE,2.3,4,12.2,246,True,False,False,False,False,False,False,False,True,False,0.3411214953271028,0.41935483870967744
CHRYSLER,CIRRUS,MID-SIZE,2.5,6,13.6,269,True,False,False,False,False,False,False,False,True,False,0.40654205607476634,0.48387096774193555
MAZDA,PROTEGE,COMPACT,1.6,4,10.6,221,True,False,False,False,False,False,False,False,True,False,0.26635514018691586,0.19354838709677424
TOYOTA,SIENNA,MINIVAN,3.0,6,14.3,288,True,False,False,False,False,False,False,False,True,False,0.4392523364485982,0.6451612903225807
DODGE,RAM 1500 VAN,VAN - CARGO,3.9,6,17.6,377,False,False,False,False,False,False,False,False,True,False,0.5934579439252338,0.935483870967742
JAGUAR,VANDEN PLAS SUPERCHARGED,MID-SIZE,4.0,8,16.6,331,False,True,False,False,False,False,False,False,False,True,0.5467289719626169,0.9677419354838711
